scenario_id,device_a_coordinates,device_b_coordinates,link_distance_m,noise_dbm,noise_floor_dbm,rssi_dbm,snr_db,tx_power_dbm,channel_bandwidth_mhz,channel_utilization_pct,available_channels_mhz,spectral_scan_dbm,fresnel_clear_pct,weather_temp_c,weather_humidity_pct,weather_condition,image_obstruction_detected,image_obstruction_type,environment_type,area_density,recommended_channel_mhz,expected_throughput_mbps
28,"[34.360931270666676, 36.340972437700344, 670.1104087632385]","[34.4947234964005, 36.31671046372476, 669.3307682149576]",15042.51949278829,-96.64316488786396,-99.60740455773944,-108.22742531759783,-11.991482944693715,18.867661721214034,40,48.28629481386634,"[4925, 4960, 4975, 4985, 5015, 5025, 5055, 5060, 5140, 5160, 5170, 5210, 5250, 5325, 5355, 5370, 5405, 5480, 5595, 5605, 5620, 5660, 5715, 5720, 5725, 5745, 5775, 5875, 5905, 5950, 5985, 6040, 6050]","{""4925"": -94.83520673636744, ""4960"": -94.11577892595739, ""4975"": -93.8561511162802, ""4985"": -92.81349282630411, ""5015"": -93.47794947123026, ""5025"": -95.74751751069529, ""5055"": -93.1742041961212, ""5060"": -92.82862235470441, ""5140"": -92.90481530073357, ""5160"": -92.1233298842982, ""5170"": -92.49361774080678, ""5210"": -93.05573085378748, ""5250"": -93.8497495398181, ""5325"": -96.23594237290412, ""5355"": -93.10007364393125, ""5370"": -93.43296944188546, ""5405"": -93.33713271683708, ""5480"": -95.6596238363606, ""5595"": -95.36608578324253, ""5605"": -92.16477169263078, ""5620"": -93.80383370341512, ""5660"": -92.7222499265712, ""5715"": -93.70202340843444, ""5720"": -93.69986676338652, ""5725"": -92.33707526366614, ""5745"": -94.5185680649562, ""5775"": -93.60031980721865, ""5875"": -94.4379139056877, ""5905"": -94.3962453137786, ""5950"": -94.2082591578331, ""5985"": -93.41130031517957, ""6040"": -94.46262390512535, ""6050"": -91.86086678426986}",81.68465416481607,25.781329182192806,86.40603379246845,Cloudy,False,None,Urban,Medium,5325,0.06337448764101036
29,"[33.98567866029669, 35.29510835988289, 810.9752768904235]","[33.8365293257407, 35.40263019779694, 134.49574238685466]",19326.18024922154,-98.48693843212274,-104.80681574600078,-104.6466055361049,-2.645929916212296,14.75863212180926,80,37.93100857079537,"[4965, 4980, 5045, 5060, 5120, 5235, 5435, 5505, 5570, 5845, 5850]","{""4965"": -101.1142460136664, ""4980"": -100.05264252657919, ""5045"": -100.43193164774841, ""5060"": -97.60186823380656, ""5120"": -99.47750289556978, ""5235"": -98.2245682511342, ""5435"": -102.0006756198926, ""5505"": -99.37175966153326, ""5570"": -98.437888866902, ""5845"": -99.64890907642402, ""5850"": -98.17411449773913}",64.39705391557742,32.53014970720831,60.51615926473636,Cloudy,False,None,Urban,Low,5435,0.796230521519224
30,"[34.78099805360408, 35.9040108398175, 203.28703199436507]","[34.81553010448941, 35.97218373896662, 818.3327606763535]",7313.861194346149,-94.42222852775316,-97.83241748199309,-101.50545299870952,-6.322892066856866,12.159236593584543,160,33.331653958648225,"[4980, 5000, 5060, 5085, 5250, 5310, 5315, 5600, 5645, 5675, 5695, 5710, 5810, 6050]","{""4980"": -93.94181784045179, ""5000"": -91.05186400502286, ""5060"": -89.71753797987236, ""5085"": -93.71014300596072, ""5250"": -93.8341389474024, ""5310"": -90.98580844962468, ""5315"": -90.79652694670517, ""5600"": -93.95017520603113, ""5645"": -93.79616539094502, ""5675"": -93.58856207859199, ""5695"": -95.18256093185265, ""5710"": -94.54386308502752, ""5810"": -94.67209631542933, ""6050"": -94.31758151295742}",98.02144007171158,16.527998538591056,59.1088411034813,Storm,True,Vehicle,Rural,High,5695,0.6354884471534016
31,"[34.51665322345704, 35.860398651647245, 714.8210033259733]","[34.400977445186065, 35.906812538904184, 790.5470606924715]",13548.206813813566,-96.88112782858384,-100.07096930263947,-93.25093882296554,4.820030479673932,24.592250152690088,80,20.54938557079447,"[4965, 4975, 4985, 5005, 5015, 5020, 5055, 5065, 5095, 5225, 5265, 5295, 5300, 5320, 5350, 5375, 5425, 5440, 5450, 5505, 5610, 5615, 5650, 5665, 5750, 5755, 5775, 5820, 5845, 5850, 5860, 5935, 5960, 5990, 6060, 6085, 6095]","{""4965"": -96.47904578805608, ""4975"": -96.07569635817113, ""4985"": -94.1012677177548, ""5005"": -97.92454951808409, ""5015"": -94.95053485926104, ""5020"": -96.74800172331418, ""5055"": -96.50121402145456, ""5065"": -95.414789218726, ""5095"": -98.07096930263947, ""5225"": -95.85340383769983, ""5265"": -96.17734014465633, ""5295"": -95.68834156096369, ""5300"": -95.99326549111419, ""5320"": -92.74406824710957, ""5350"": -97.38362843335288, ""5375"": -97.22351388947864, ""5425"": -97.36172924661305, ""5440"": -97.26023413571629, ""5450"": -97.38309914793568, ""5505"": -94.64349366031459, ""5610"": -94.29626208499113, ""5615"": -97.28313789760013, ""5650"": -97.67555181663225, ""5665"": -95.71989512239631, ""5750"": -97.25535302339736, ""5755"": -95.47762073034265, ""5775"": -96.12263392569896, ""5820"": -98.07096930263947, ""5845"": -94.10576065498081, ""5850"": -93.73320194733263, ""5860"": -97.34620149270249, ""5935"": -97.0085707968799, ""5960"": -95.99822037088856, ""5990"": -95.92533327199537, ""6060"": -95.43920204796666, ""6085"": -93.41171164882638, ""6095"": -96.69243929821698}",80.80442205878485,5.106084117392355,74.06299374931993,Snow,False,None,Rural,Medium,5095,5.120225576528159
32,"[34.97020890896446, 35.44848973821513, 101.85545182490362]","[35.07382093454486, 35.40875805339974, 687.5320405834805]",12075.862265003669,-91.82041627381903,-97.08306609781015,-91.99088957198022,2.872730151744477,23.869423757113175,20,28.60531520134044,"[4905, 4935, 4985, 5015, 5080, 5130, 5245, 5295, 5330, 5345, 5410, 5575, 5620, 5710, 5740, 5795, 5845, 5855, 5875, 6010, 6075]","{""4905"": -93.99208674851059, ""4935"": -94.8636197237247, ""4985"": -93.89103594161578, ""5015"": -92.8443313410136, ""5080"": -90.10280408642623, ""5130"": -93.57105783025717, ""5245"": -92.45895895424457, ""5295"": -92.81927522581204, ""5330"": -91.01205097153078, ""5345"": -89.00424224289247, ""5410"": -93.59094404108339, ""5575"": -93.52880004548024, ""5620"": -91.2283995660993, ""5710"": -91.77180364726344, ""5740"": -90.02457989309886, ""5795"": -91.91874860371396, ""5845"": -93.3335790178835, ""5855"": -91.90865863566445, ""5875"": -91.13158551082854, ""6010"": -91.56391760990687, ""6075"": -92.03372983504197}",82.43862806992132,15.168283311443716,36.96193207458856,Snow,False,None,Urban,Low,4935,0.7886354797562241
33,"[34.022687945308, 35.74010618495401, 650.8283911296925]","[34.105738631298024, 35.760384251938326, 81.03655077957546]",9421.83160430481,-98.1714420471729,-102.05673568630087,-86.69933721952273,12.755543812707359,18.840883733955582,80,33.02048581925813,"[4905, 4955, 4970, 5040, 5045, 5160, 5170, 5180, 5260, 5285, 5290, 5340, 5405, 5450, 5520, 5555, 5570, 5655, 5665, 5750, 5765, 5865, 6065]","{""4905"": -95.81508478637649, ""4955"": -95.6611534350917, ""4970"": -95.34185833420392, ""5040"": -96.44203198937575, ""5045"": -97.6657739412355, ""5160"": -97.19502629111024, ""5170"": -95.60533337099768, ""5180"": -98.64050032724107, ""5260"": -96.86208685745086, ""5285"": -98.00510503925126, ""5290"": -97.371979586358, ""5340"": -95.49741902684927, ""5405"": -97.12844821873037, ""5450"": -97.345441998526, ""5520"": -99.45488103223009, ""5555"": -96.29571647171939, ""5570"": -96.44687054904861, ""5655"": -94.17021473580203, ""5665"": -97.87676417318971, ""5750"": -97.08637132926431, ""5765"": -97.04102129519408, ""5865"": -95.048916901115, ""6065"": -97.55804011934065}",66.7416872351535,30.458486318874314,31.668492755336626,Clear,True,Vehicle,Rural,Medium,5520,35.792053058850584
34,"[33.98436706781352, 35.01545981313863, 673.5776404696422]","[33.88707550837628, 34.9795220468532, 634.7857807274839]",11314.955490201284,-101.08733085100205,-104.76536485385225,-102.33919219995448,0.4261726538977655,11.557252237515153,80,38.746700469914515,"[4925, 4995, 5000, 5010, 5035, 5045, 5115, 5145, 5180, 5210, 5270, 5295, 5315, 5325, 5330, 5345, 5360, 5405, 5410, 5415, 5430, 5445, 5455, 5485, 5550, 5570, 5575, 5630, 5650, 5690, 5710, 5715, 5780, 5805, 5830, 5850, 5885, 5895, 5915, 5925, 5960, 5980, 6005, 6045, 6065, 6090]","{""4925"": -99.24709652760357, ""4995"": -98.75378405168428, ""5000"": -99.38571513152455, ""5010"": -100.33527923808488, ""5035"": -99.37449382691163, ""5045"": -98.05518119146943, ""5115"": -101.20540176537568, ""5145"": -99.46617430503878, ""5180"": -100.71581003866784, ""5210"": -97.87305887287182, ""5270"": -101.95040917343475, ""5295"": -100.50401158716647, ""5315"": -99.09981100366231, ""5325"": -97.31734277240757, ""5330"": -99.76425420786856, ""5345"": -100.49842810629889, ""5360"": -96.84389321209821, ""5405"": -101.83764966688345, ""5410"": -102.76536485385225, ""5415"": -99.00560714117908, ""5430"": -100.41871015278801, ""5445"": -101.19747804195515, ""5455"": -98.60309414531005, ""5485"": -99.29992774560229, ""5550"": -100.51174676236418, ""5570"": -101.58608541426543, ""5575"": -98.35694282383886, ""5630"": -98.6903270493211, ""5650"": -99.81439261192816, ""5690"": -96.89567332218759, ""5710"": -101.27075596574832, ""5715"": -101.9539165726462, ""5780"": -100.70349092108096, ""5805"": -99.73400784079233, ""5830"": -99.30061964227505, ""5850"": -100.02748290304358, ""5885"": -99.13754572148764, ""5895"": -101.54293795254475, ""5915"": -97.4999819101492, ""5925"": -99.78885558384793, ""5960"": -97.9896850688769, ""5980"": -99.15154079669253, ""6005"": -98.9804989875284, ""6045"": -98.81097789591078, ""6065"": -98.99406597623312, ""6090"": -98.70154467645777}",77.39585099758686,26.398264072026375,61.904267575603455,Snow,False,None,Rural,Medium,5410,1.7143083527855913
35,"[33.30841358333329, 35.51193644400346, 160.28162508567485]","[33.20427452003507, 35.58968215801713, 72.44117985327377]",13651.016948108032,-88.74705137199341,-93.76479062719159,-114.20386845551114,-22.439077828319554,13.019148027861538,20,40.054692074913106,"[4945, 4950, 4970, 4990, 4995, 5015, 5140, 5250, 5265, 5285, 5295, 5310, 5350, 5370, 5390, 5465, 5475, 5490, 5505, 5545, 5605, 5630, 5640, 5655, 5660, 5670, 5685, 5705, 5725, 5730, 5845, 5910, 5915, 5935, 5960, 5990, 6040, 6045, 6060, 6070]","{""4945"": -86.5666864659999, ""4950"": -88.26563350664634, ""4970"": -87.49690962481577, ""4990"": -88.69501880262938, ""4995"": -86.40023943802433, ""5015"": -89.57500371428745, ""5140"": -85.85900461183232, ""5250"": -88.62065218716505, ""5265"": -90.70657791437561, ""5285"": -88.36825863883236, ""5295"": -89.58199274741087, ""5310"": -87.29944993771545, ""5350"": -89.53935123015212, ""5370"": -89.22969041102071, ""5390"": -91.39472635761683, ""5465"": -89.23887474007215, ""5475"": -91.76479062719159, ""5490"": -90.93626949642713, ""5505"": -87.41979327698209, ""5545"": -87.38171502322228, ""5605"": -87.92222891852109, ""5630"": -90.01087947589235, ""5640"": -88.6319822954115, ""5655"": -88.56581906983439, ""5660"": -90.29796229498736, ""5670"": -86.30531780854781, ""5685"": -87.24437182533504, ""5705"": -88.89186152194303, ""5725"": -88.52008650270675, ""5730"": -88.24784104927721, ""5845"": -91.62301756383498, ""5910"": -88.93118133497943, ""5915"": -89.58339163319523, ""5935"": -90.06284527604092, ""5960"": -88.98206570052747, ""5990"": -85.86388547092426, ""6040"": -87.59915096929802, ""6045"": -89.41718374587273, ""6060"": -87.7015410891643, ""6070"": -86.46138210631953}",90.39508598430993,30.458953786608333,57.05877687630415,Storm,False,None,Urban,Low,5475,0.03168724382050518
36,"[33.310505631811175, 36.798253667911546, 312.37680937524954]","[33.37480029656141, 36.799618368361834, 159.44022573554662]",7150.364379036135,-93.26262758586873,-95.52577621478407,-91.70259563584588,-1.0194026385012336,18.175387944946408,80,66.81824160319756,"[4965, 4980, 5000, 5005, 5015, 5020, 5060, 5065, 5080, 5090, 5220, 5260, 5295, 5320, 5325, 5345, 5380, 5390, 5400, 5570, 5610, 5615, 5645, 5660, 5670, 5705, 5720, 5725, 5735, 5740, 5745, 5755, 5765, 5775, 5790, 5795, 5805, 5825, 5845, 5910, 5975, 5990, 6015, 6030, 6070, 6080, 6085, 6095]","{""4965"": -86.79336636215912, ""4980"": -88.090871331648, ""5000"": -89.15072205308662, ""5005"": -87.13298191610788, ""5015"": -87.59008880839565, ""5020"": -86.83752705648666, ""5060"": -87.22755918400532, ""5065"": -86.60598781354926, ""5080"": -88.98316970386912, ""5090"": -86.20422578807678, ""5220"": -87.88391747948967, ""5260"": -85.06742557759037, ""5295"": -89.21409861366263, ""5320"": -85.57637118178039, ""5325"": -87.88345071133429, ""5345"": -89.15744389194994, ""5380"": -88.90614563760975, ""5390"": -88.66083784881975, ""5400"": -87.5440679669254, ""5570"": -87.39606365447501, ""5610"": -89.04086689243614, ""5615"": -88.21684877491974, ""5645"": -84.96691134861047, ""5660"": -85.5890021313772, ""5670"": -87.52583138201722, ""5705"": -88.12331166927596, ""5720"": -88.00026989645087, ""5725"": -87.26003992743264, ""5735"": -89.71450573432588, ""5740"": -88.56638169266328, ""5745"": -90.68319299734465, ""5755"": -87.58148220262035, ""5765"": -87.20952297697416, ""5775"": -88.90509657997733, ""5790"": -85.81933674159322, ""5795"": -90.01896538103178, ""5805"": -90.376879206843, ""5825"": -87.8436391586883, ""5845"": -86.60966943261003, ""5910"": -85.65442534934147, ""5975"": -88.86864328083168, ""5990"": -86.56229563638132, ""6015"": -88.23807959077934, ""6030"": -88.4392578364395, ""6070"": -86.85482698029826, ""6080"": -87.20183256890815, ""6085"": -90.54490512200465, ""6095"": -85.96550636193942}",66.20342765850873,41.576343064403716,73.07162782424592,Cloudy,False,None,Urban,Medium,5745,1.1951432133392905
37,"[34.087793006946136, 35.36052584575369, 196.7024317819658]","[34.222093487206436, 35.35640712201551, 207.7560266478291]",14938.340353570155,-99.38377773382963,-106.39491991417157,-82.21683472736099,21.91260337489649,22.36062930987016,160,15.04782330222972,"[4955, 5105, 5110, 5130, 5200, 5260, 5365, 5425, 5460, 5465, 5680, 5695, 5765, 5785, 5820, 5885, 5935, 5960, 6055]","{""4955"": -101.12095701877202, ""5105"": -104.12943810225748, ""5110"": -102.59738874983708, ""5130"": -102.45004877056908, ""5200"": -102.80008340125733, ""5260"": -104.01655178076132, ""5365"": -104.19852910190026, ""5425"": -103.22942515648036, ""5460"": -101.43200052110414, ""5465"": -102.37569381810154, ""5680"": -103.74701554812235, ""5695"": -102.03354598402068, ""5765"": -104.39491991417157, ""5785"": -101.46794549943503, ""5820"": -104.39491991417157, ""5885"": -103.7347554620979, ""5935"": -104.39491991417157, ""5960"": -104.39491991417157, ""6055"": -101.44985386892542}",96.821802605071,8.902228777767224,31.62088797083036,Cloudy,False,None,Rural,Low,5105,505.7267719070623
38,"[34.60203344909478, 35.61893579312558, 728.7183646262538]","[34.59273813060446, 35.719469810943295, 334.2176576114044]",9259.89168810069,-95.90338409167276,-102.43851400832268,-80.14264448661523,20.29586952170746,26.02518448303095,40,17.69259547436015,"[4965, 5005, 5015, 5030, 5055, 5085, 5105, 5180, 5245, 5260, 5375, 5455, 5475, 5515, 5555, 5560, 5605, 5720, 5810, 5875, 5945, 5960, 5980, 5985, 6015, 6085]","{""4965"": -99.7246581723417, ""5005"": -98.5033505477778, ""5015"": -99.09348723869265, ""5030"": -98.30754512953919, ""5055"": -98.90787353378349, ""5085"": -100.43851400832268, ""5105"": -97.52870614120316, ""5180"": -99.76374124511584, ""5245"": -100.43851400832268, ""5260"": -99.66527911182274, ""5375"": -96.77196668442241, ""5455"": -97.74777375720363, ""5475"": -99.54608457198566, ""5515"": -99.54699292685152, ""5555"": -99.50555894719994, ""5560"": -95.90798439503261, ""5605"": -98.45020319202655, ""5720"": -98.37804389958727, ""5810"": -97.4776811893261, ""5875"": -98.6649226318341, ""5945"": -99.41166958910493, ""5960"": -99.31763114400134, ""5980"": -99.13050825949497, ""5985"": -99.07893972513864, ""6015"": -97.9316620549184, ""6085"": -98.94518754166292}",89.22657599055663,16.698958986726492,93.8329845148683,Snow,False,None,Rural,Low,5085,94.3065165915783
39,"[33.15977066151322, 36.00401422938647, 216.0213761077722]","[33.30812826688471, 35.9664880314118, 30.227853247694302]",16861.78933321546,-85.21160647626434,-88.99124594064699,-108.79290310866963,-21.801657168022643,26.62220971864353,160,45.7430736098504,"[4905, 4920, 4960, 4980, 5000, 5040, 5055, 5090, 5175, 5200, 5205, 5225, 5265, 5285, 5435, 5440, 5485, 5535, 5555, 5575, 5585, 5600, 5635, 5660, 5675, 5685, 5695, 5705, 5715, 5815, 5830, 5890, 5915, 5965, 5995, 6030, 6055, 6080]","{""4905"": -82.23283993603559, ""4920"": -83.45287492202183, ""4960"": -83.21384726638482, ""4980"": -86.32910107865712, ""5000"": -81.95730853980524, ""5040"": -82.81206733801197, ""5055"": -81.83478488706947, ""5090"": -86.99124594064699, ""5175"": -80.19923799468786, ""5200"": -83.54118449409172, ""5205"": -81.66952582675269, ""5225"": -84.89165894254725, ""5265"": -82.4126391942651, ""5285"": -84.91192339661944, ""5435"": -84.26745349290266, ""5440"": -80.46075302105878, ""5485"": -83.61782365300398, ""5535"": -83.00565074208937, ""5555"": -82.02669845582582, ""5575"": -82.58827721990005, ""5585"": -83.1061716941436, ""5600"": -82.78435854815962, ""5635"": -79.72667667400154, ""5660"": -83.41822824740933, ""5675"": -83.0301514817865, ""5685"": -81.75581845784754, ""5695"": -81.67351115242198, ""5705"": -81.5512545935184, ""5715"": -82.37370471881518, ""5815"": -85.04630742095469, ""5830"": -80.88165275340731, ""5890"": -85.05131814138699, ""5915"": -82.87784685400041, ""5965"": -84.463213826888, ""5995"": -83.42800757174845, ""6030"": -82.83865643640374, ""6055"": -82.84976422868355, ""6080"": -82.69891892050603}",79.5690318741088,25.548152161826536,82.93822157087043,Clear,True,Building,Urban,Medium,5090,0.25349795056404145
40,"[34.84442874832785, 35.48112847761309, 377.82799771164315]","[34.893740138850454, 35.35681266410927, 877.3157694022384]",12597.377934637801,-106.16302085145128,-109.92410147671917,-77.18732436052818,30.736777116190993,22.7134158293726,80,13.69365132817967,"[4920, 4955, 4985, 5030, 5070, 5120, 5205, 5325, 5330, 5340, 5350, 5355, 5595, 5640, 5700, 5720, 5740, 5835, 5840, 5855, 5865, 5885, 5895, 5905, 5940, 5960]","{""4920"": -104.40804246687682, ""4955"": -106.14830791819384, ""4985"": -107.19484432340077, ""5030"": -105.38247861803227, ""5070"": -105.04440363707783, ""5120"": -107.92410147671917, ""5205"": -105.93250926569002, ""5325"": -105.77685025699846, ""5330"": -107.27495462550479, ""5340"": -104.76504915049738, ""5350"": -107.05369275101359, ""5355"": -106.64024469025749, ""5595"": -107.08821710689061, ""5640"": -106.8052407990926, ""5700"": -107.92410147671917, ""5720"": -107.92410147671917, ""5740"": -104.43685177562735, ""5835"": -107.92410147671917, ""5840"": -107.92410147671917, ""5855"": -107.92410147671917, ""5865"": -107.78705199199905, ""5885"": -107.92410147671917, ""5895"": -104.36558663026024, ""5905"": -105.31388373645085, ""5940"": -107.86083488823138, ""5960"": -103.44995566244833}",96.79618503767976,20.57185211661757,91.50527584891363,Clear,False,None,Rural,Low,5120,646.043193536935
41,"[33.54683399524162, 35.26970516239256, 645.8603265485942]","[33.67991554045526, 35.130800299452495, 185.4239385888473]",19607.005300166576,-98.93390746701768,-104.96023481756859,-111.60139465611624,-9.170191676143546,13.822068614678217,80,53.476755123828106,"[5055, 5245, 5320, 5370, 5410, 5455, 5460, 5735, 5850, 5920, 6005, 6035, 6045]","{""5055"": -97.20944617717495, ""5245"": -99.16934148292528, ""5320"": -102.4312029799727, ""5370"": -95.24568054877624, ""5410"": -100.76645310780773, ""5455"": -101.15019252809768, ""5460"": -97.14823875964788, ""5735"": -95.02246579815343, ""5850"": -96.60568517989657, ""5920"": -97.8362307275838, ""6005"": -97.78996289516441, ""6035"": -97.40197106949188, ""6045"": -97.54370152298219}",62.054173561529055,9.833003542337089,86.43427892135789,Cloudy,False,None,Rural,High,5320,0.1559638288193957
42,"[34.488609679611066, 35.99504678498725, 832.2578676311324]","[34.49439243567155, 36.085391211207785, 655.737785286659]",8304.815566437246,-108.67175038435997,-113.95910415602506,-81.10423991667764,30.85486423934742,16.129917121815048,160,16.0219195112434,"[4950, 4970, 4995, 5250, 5345, 5350, 5365, 5415, 5455, 5465, 5470, 5555, 5685, 5715, 5755, 5780, 5830, 5910, 6010, 6065]","{""4950"": -110.25556345917153, ""4970"": -110.52104893919778, ""4995"": -110.77124028697487, ""5250"": -111.8082974784256, ""5345"": -111.09836321042575, ""5350"": -111.95910415602506, ""5365"": -110.82486003531771, ""5415"": -111.95910415602506, ""5455"": -111.95910415602506, ""5465"": -110.40750936839537, ""5470"": -108.58934716560869, ""5555"": -109.29987568612212, ""5685"": -111.95910415602506, ""5715"": -111.95910415602506, ""5755"": -109.26619381314326, ""5780"": -111.95910415602506, ""5830"": -111.01430032012112, ""5910"": -109.85227244658876, ""6010"": -111.95910415602506, ""6065"": -110.51928733590665}",87.70684728907135,41.76961374767154,52.29553640025852,Clear,False,None,Rural,Low,5350,1299.360605727211
43,"[33.42833840508765, 36.21514580664171, 704.2742129204025]","[33.288778094827215, 36.08531581556034, 701.7712592886445]",19652.35906316947,-89.6891870917823,-92.66529411954777,-107.60142567184212,-18.998902335529294,25.26168943597159,40,55.653267294155555,"[4930, 4980, 4990, 5010, 5045, 5050, 5055, 5070, 5120, 5135, 5155, 5170, 5215, 5230, 5235, 5255, 5265, 5270, 5300, 5305, 5340, 5365, 5395, 5405, 5465, 5470, 5475, 5525, 5535, 5560, 5590, 5600, 5615, 5680, 5730, 5750, 5770, 5785, 5800, 5805, 5810, 5840, 5890]","{""4930"": -88.21407097839263, ""4980"": -87.11508420194214, ""4990"": -85.73335983480152, ""5010"": -88.60252333631283, ""5045"": -85.55232062907473, ""5050"": -86.24248943440534, ""5055"": -85.3842978043896, ""5070"": -85.87716153491833, ""5120"": -84.16682209105456, ""5135"": -86.02519598204346, ""5155"": -86.85714104770321, ""5170"": -86.0295864814669, ""5215"": -85.39808569246074, ""5230"": -86.13974263052677, ""5235"": -86.1521451992095, ""5255"": -87.26602026772545, ""5265"": -87.20738411234174, ""5270"": -88.31694064371486, ""5300"": -83.58866762123492, ""5305"": -88.07882758910225, ""5340"": -87.25239053270919, ""5365"": -87.29064363436912, ""5395"": -84.87064617059866, ""5405"": -86.65545725345336, ""5465"": -84.34141962700473, ""5470"": -87.22326867238112, ""5475"": -85.79454149267961, ""5525"": -87.46605331590496, ""5535"": -82.99530904435524, ""5560"": -87.99443036455959, ""5590"": -85.74830167067478, ""5600"": -85.26236741461717, ""5615"": -85.59233408983808, ""5680"": -86.49096422433189, ""5730"": -86.40776378561546, ""5750"": -86.14731552804666, ""5770"": -86.43353573845806, ""5785"": -84.76721406082297, ""5800"": -82.89724823362829, ""5805"": -87.04927041352707, ""5810"": -88.26773720538394, ""5840"": -86.3454558085422, ""5890"": -82.34346872953384}",61.29541295918668,39.624954258356226,47.16129369075655,Rain,True,Vehicle,Urban,Low,5010,0.06337448764101036
44,"[35.128691373631156, 36.40043851193339, 160.81145372508655]","[35.087139028568565, 36.317710996507174, 886.6936293235229]",8830.559148026849,-80.13922208683695,-84.55239755824837,-109.35059701031018,-32.34539691184182,22.23896725241042,20,84.4088663966825,"[4990, 5060, 5295, 5305, 5405, 5420, 5425, 5510, 5570, 5635, 5815, 5820, 5880, 5950]","{""4990"": -77.00520009846836, ""5060"": -73.34101303834767, ""5295"": -73.28313702539911, ""5305"": -76.63007060907576, ""5405"": -74.94621362773586, ""5420"": -73.35709331182096, ""5425"": -76.36837985799501, ""5510"": -76.10505878666731, ""5570"": -76.67220961743674, ""5635"": -77.32182334255307, ""5815"": -76.77360456411279, ""5820"": -77.63559864665716, ""5880"": -75.74856304412494, ""5950"": -76.95464809310174}",38.458274088884835,18.219031060005346,37.755213821515284,Cloudy,True,Vehicle,Urban,High,4990,0.03168724382050518
45,"[35.040326971948744, 35.6890295614054, 790.7743357271186]","[35.12440585060023, 35.7309677402154, 167.85700721416293]",10097.980963878843,-105.05476980986319,-106.35050548631038,-79.79082677729248,24.559678709017902,28.69475673278155,40,12.436685646801097,"[4935, 4950, 5000, 5015, 5060, 5095, 5115, 5150, 5220, 5250, 5260, 5285, 5330, 5540, 5560, 5580, 5605, 5620, 5640, 5655, 5670, 5685, 5695, 5700, 5710, 5720, 5740, 5820, 5980, 6005, 6045, 6100]","{""4935"": -103.00489176688018, ""4950"": -104.35050548631038, ""5000"": -102.8592502862446, ""5015"": -102.10527719215291, ""5060"": -104.35050548631038, ""5095"": -102.79448577979494, ""5115"": -101.51406714585636, ""5150"": -104.35050548631038, ""5220"": -100.84671205430973, ""5250"": -102.72704212051723, ""5260"": -104.35050548631038, ""5285"": -103.43922425105285, ""5330"": -102.51808026578371, ""5540"": -103.24156254744767, ""5560"": -102.54743664589674, ""5580"": -104.35050548631038, ""5605"": -103.10152939851218, ""5620"": -104.35050548631038, ""5640"": -103.52240972658934, ""5655"": -104.35050548631038, ""5670"": -104.35050548631038, ""5685"": -101.50143087175064, ""5695"": -101.7186054536749, ""5700"": -102.44186345320553, ""5710"": -104.35050548631038, ""5720"": -103.83018330910849, ""5740"": -101.53592408459753, ""5820"": -103.14299526410643, ""5980"": -99.87657632459376, ""6005"": -102.76559387547474, ""6045"": -103.06749695983125, ""6100"": -103.81924533087005}",66.9394497506222,37.803476734503704,52.44637148614812,Cloudy,True,Tree,Rural,Medium,4950,189.00307025399937
46,"[33.63242513910589, 36.14427440489213, 558.207041560837]","[33.49151090868032, 36.260973469326814, 493.2918477748045]",19037.792154113027,-97.04856183115409,-102.55747040453795,-133.9960593127246,-33.945992869146096,13.161608940304143,160,46.709248129852,"[4960, 5020, 5035, 5055, 5065, 5080, 5100, 5140, 5160, 5205, 5215, 5240, 5270, 5300, 5305, 5315, 5335, 5340, 5370, 5390, 5410, 5435, 5475, 5490, 5495, 5555, 5615, 5635, 5675, 5685, 5815, 5820, 5835, 5870, 5975, 6000, 6060, 6070, 6075, 6080]","{""4960"": -96.62041919697637, ""5020"": -97.0494353087206, ""5035"": -95.75856753911691, ""5055"": -95.38567707895791, ""5065"": -97.99971474491171, ""5080"": -98.81757998448646, ""5100"": -99.57503861380474, ""5140"": -96.05874356378098, ""5160"": -98.4757804634106, ""5205"": -100.05006644357852, ""5215"": -96.23786264735335, ""5240"": -93.0812312780006, ""5270"": -96.82983692145963, ""5300"": -95.56299439247233, ""5305"": -96.69798651632844, ""5315"": -96.9690650339365, ""5335"": -95.44211582966814, ""5340"": -97.25614237043277, ""5370"": -96.41964208304194, ""5390"": -96.33818384485578, ""5410"": -97.82286623461437, ""5435"": -95.33266702984501, ""5475"": -97.0831701891929, ""5490"": -97.95434829338906, ""5495"": -96.01596578879419, ""5555"": -98.16843252683634, ""5615"": -96.7784588180961, ""5635"": -96.8344090491161, ""5675"": -95.19188720540242, ""5685"": -96.10868320482986, ""5815"": -96.8582709922675, ""5820"": -95.59408110534936, ""5835"": -94.73541923062382, ""5870"": -95.984015094622, ""5975"": -96.80520162438472, ""6000"": -98.78848490267504, ""6060"": -98.41840104876285, ""6070"": -97.27856761068179, ""6075"": -97.73499885738872, ""6080"": -97.10118750862796}",89.25784848186532,17.698406454244715,91.74876274658037,Storm,False,None,Rural,High,5205,0.25349795056404145
